record num,title,author_list,date
977,"Introduction to the special section on aging, cognition, and neuroimaging.",Cheryl L Grady,
978,Influences on the efficiency of prospective memory in younger and older adults.,"R West,F I Craik",
979,Neural activity associated with distinguishing concurrent auditory objects.,"Claude Alain,Benjamin M Schuler,Kelly L McDonald",
980,Frontal lobe functions.,"C Chayer,M Freedman",
981,"Dissecting the effect of aging on the neural substrates of memory: deterioration, preservation or functional reorganization?","Valeria Della-Maggiore,Cheryl L Grady,Anthony R McIntosh",
982,Adult clinical neuropsychology: lessons from studies of the frontal lobes.,"Donald T Stuss,Brian Levine",
983,Episodic memory: from mind to brain.,Endel Tulving,
984,Event-related neural activity associated with habit and recollection.,"Janine F Hay,Kimberly A Kane,Robert West,Claude Alain",
985,The effect of encoding strategy on the neural correlates of memory for faces.,"Lori J Bernstein,Sania Beig,Amy L Siegenthaler,Cheryl L Grady",
986,Bottom-up and top-down influences on auditory scene analysis: evidence from event-related brain potentials.,"C Alain,S R Arnott,T W Picton",
987,Modulation of the attentional blink by differential resource allocation.,"D I Shore,E N Mclaughlin,R M Klein",
988,On the marriage of cognition and neuroscience.,"A R McIntosh,S M Fitzpatrick,K J Friston",
989,The use of phase in the detection of auditory steady-state responses.,"T W Picton,A Dimitrijevic,M S John,P Van Roon",
990,"An examination of the effects of stimulus type, encoding task, and functional connectivity on the role of right prefrontal cortex in recognition memory.","C L Grady,A R McIntosh,S Beig,F I Craik",
991,"""What"" and ""where"" in the human auditory system.","C Alain,S R Arnott,S Hevenor,S Graham,C L Grady",2001
992,Parallel effects of aging and time pressure on memory for source: evidence from the spacing effect.,"A S Benjamin,F I Craik",
993,"On the relation between conceptual priming, neural priming, and novelty assessment.",R Habib,
994,Episodic memory and common sense: how far apart?,E Tulving,
995,Transperceptual encoding and retrieval processes in memory: a PET study of visual and haptic objects.,"M Lepage,A R McIntosh,E Tulving",
996,Auditory feature conjunction in patients with schizophrenia.,"C Alain,F Cortese,L J Bernstein,Y He,R B Zipursky",
997,Human auditory steady-state responses to tones independently modulated in both frequency and amplitude.,"A Dimitrijevic,M S John,P van Roon,T W Picton",
998,Altered brain functional connectivity and impaired short-term memory in Alzheimer's disease.,"C L Grady,M L Furey,P Pietrini,B Horwitz,S I Rapoport",
999,The Trail Making Test: a study in focal lesion patients.,"D T Stuss,S M Bisschop,M P Alexander,B Levine,D Katz,D Izukawa",
1000,Weighted averaging of steady-state responses.,"M S John,A Dimitrijevic,T W Picton",
1001,Age-related changes in detecting a mistuned harmonic.,"C Alain,K L McDonald,J M Ostroff,B Schneider",
1002,Spatiotemporal analysis of experimental differences in event-related potential data with partial least squares.,"N J Lobaugh,R West,A R McIntosh",
1003,The frontal lobes are necessary for 'theory of mind'.,"D T Stuss,G G Gallup,M P Alexander",
1004,Multiple auditory steady-state responses to AM and FM stimuli.,"M S John,A Dimitrijevic,P van Roon,T W Picton",
1005,Learning and memory in S100-beta transgenic mice: an analysis of impaired and preserved function.,"G Winocur,J Roder,N Lobaugh",
1006,Individual differences in the functional neuroanatomy of verbal discrimination learning revealed by positron emission tomography.,"R Habib,A R McIntosh,E Tulving",
1007,Brain imaging of attentional networks in normal and pathological states.,"D Fernandez-Duque,M I Posner",
1008,Stroop performance in focal lesion patients: dissociation of processes and frontal lobe lesion location.,"D T Stuss,D Floden,M P Alexander,B Levine,D Katz",
1009,Anterograde and retrograde amnesia in rats with large hippocampal lesions.,"G Winocur,R M McDonald,M Moscovitch",
1010,Assessment of strategic self-regulation in traumatic brain injury: its relationship to injury severity and psychosocial outcome.,"B Levine,D Dawson,I Boutet,M L Schwartz,D T Stuss",
1011,Episodic encoding and recognition of pictures and words: role of the human medial temporal lobes.,"S Köhler,M Moscovitch,G Winocur,A R McIntosh",
1012,Corticolimbic interactions associated with performance on a short-term memory task are modified by age.,"V Della-Maggiore,A B Sekuler,C L Grady,P J Bennett,R Sekuler,A R McIntosh",
1013,Alcohol and behavioral control: impaired response inhibition and flexibility in social drinkers.,"C M Easdon,M Vogel-Sprott",
1014,Towards a network theory of cognition.,A R McIntosh,
1015,Functional brain imaging and age-related changes in cognition.,C L Grady,
1016,The effects of divided attention on encoding- and retrieval-related brain activity: A PET study of younger and older adults.,"N D Anderson,T Iidaka,R Cabeza,S Kapur,A R McIntosh,F I Craik",
1017,Event-related potentials during conscious and automatic memory retrieval.,"K A Kane,T W Picton,M Moscovitch,G Winocur",
1018,Subcutaneous fluid infusion in a long-term care setting.,"M Dasgupta,M A Binns,P A Rochon",
1019,Awareness and metacognition,,
1020,Neural correlates of semantic associative encoding in episodic memory.,"M Lepage,R Habib,H Cormier,S Houle,A R McIntosh",
1021,Executive attention and metacognitive regulation.,"D Fernandez-Duque,J A Baird,M I Posner",
1022,Changes in memory processing with age.,"C L Grady,F I Craik",
1023,Mismatch negativity: different water in the same river.,"T W Picton,C Alain,L Otten,W Ritter,A Achim",
1024,On the relationship between recognition speed and accuracy for words rehearsed via rote versus elaborative rehearsal.,"A S Benjamin,R A Bjork",
1025,Rehabilitation of executive functioning: an experimental-clinical validation of goal management training.,"B Levine,I H Robertson,L Clare,G Carter,J Hong,B A Wilson,J Duncan,D T Stuss",
1026,Effects of visual attentional load on auditory processing.,"L J Otten,C Alain,T W Picton",
1027,Age-related decline in inhibitory control contributes to the increased Stroop effect observed in older adults.,"R West,C Alain",
1028,Human auditory steady-state responses to amplitude-modulated tones: phase and latency measurements.,"M S John,T W Picton",
1029,Cognitive rehabilitation in clinical neuropsychology.,"G Winocur,H Palmer,D T Stuss,M P Alexander,F I Craik,B Levine,M Moscovitch,I H Robertson",
1030,MASTER: a Windows program for recording multiple auditory steady-state responses.,"M S John,T W Picton",
1031,Prediction of recovery of continuous memory after traumatic brain injury.,"D T Stuss,M A Binns,F G Carruth,B Levine,C F Brandys,R J Moulton,W G Snow,M L Schwartz",
1032,Guidelines for using human event-related potentials to study cognition: recording standards and publication criteria.,"T W Picton,S Bentin,P Berg,E Donchin,S A Hillyard,R Johnson,G A Miller,W Ritter,D S Ruchkin,M D Rugg,M J Taylor",
1033,On the manifestations of memory in visual search.,"D I Shore,R M Klein",
1034,Executive functions and the frontal lobes: a conceptual view.,"D T Stuss,M P Alexander",
1035,Selectively attending to auditory objects.,"C Alain,S R Arnott",2000
1036,The correction of ocular artifacts: a topographic perspective.,"T W Picton,P van Roon,M L Armilio,P Berg,N Ille,M Scherg",
1037,"Three brain SPECT region-of-interest templates in elderly people: normative values, hemispheric asymmetries, and a comparison of single- and multihead cameras.","N J Lobaugh,C B Caldwell,S E Black,F S Leibovitch,R H Swartz",
1038,The attentional demands of encoding and retrieval in younger and older adults: 2. Evidence from secondary task reaction time distributions.,N D Anderson,
1039,The effects of age on the neural correlates of episodic encoding.,"C L Grady,A R McIntosh,M N Rajah,S Beig,F I Craik",
1040,Wisconsin Card Sorting Test performance in patients with focal frontal and posterior brain damage: effects of lesion location and test structure on separable cognitive processes.,"D T Stuss,B Levine,M P Alexander,J Hong,C Palumbo,L Hamer,K J Murphy,D Izukawa",
1041,Prefrontal cortex and episodic memory retrieval mode.,"M Lepage,O Ghaffar,L Nyberg,E Tulving",
1042,"Visual distraction, working memory, and aging.",R West,
1043,Frontotemporal interactions in face encoding and recognition.,"M N Rajah,A R McIntosh,C L Grady",
1044,Source memory and divided attention: reciprocal costs to primary and secondary tasks.,"A K Troyer,G Winocur,F I Craik,M Moscovitch",
1045,Recruitment of unique neural systems to support visual memory in normal aging.,"A R McIntosh,A B Sekuler,C Penpeci,M N Rajah,C L Grady,R Sekuler,P J Bennett",
1046,Separate memory-related processing for auditory frequency and patterns.,"C Alain,A Achim,D L Woods",
1047,Anterograde and retrograde amnesia after lesions to frontal cortex in rats.,"G Winocur,M Moscovitch",
1048,Dissociation of attentional processes in patients with focal frontal and posterior lesions.,"D T Stuss,J P Toth,D Franchi,M P Alexander,S Tipper,F I Craik",
1049,Global and local processing of musical sequences: an event-related brain potential study.,"A Schiavetto,F Cortese,C Alain",
1050,Event-related brain activity associated with auditory pattern processing.,"C Alain,F Cortese,T W Picton",
1051,The effects of high fat diets and environmental influences on cognitive performance in rats.,"G Winocur,C E Greenwood",
1052,Event-related neural activity associated with the Stroop task.,"R West,C Alain",
1053,Binding visual features during high-rate serial presentation.,"F Cortese,L J Bernstein,C Alain",
1054,Age-related decline in prospective memory: the roles of cue accessibility and cue sensitivity.,"R West,F I Craik",
1055,Visual attention deficits in Alzheimer's disease: simple versus conjoined feature search.,"J K Foster,M Behrmann,D T Stuss",
1056,The acute period of recovery from traumatic brain injury: posttraumatic amnesia or posttraumatic confusional state?,"D T Stuss,M A Binns,F G Carruth,B Levine,C E Brandys,R J Moulton,W G Snow,M L Schwartz",
1057,Interactions of prefrontal cortex in relation to awareness in sensory learning.,"A R McIntosh,M N Rajah,N J Lobaugh",
1058,Intracerebral sources of human auditory-evoked potentials.,"T W Picton,C Alain,D L Woods,M S John,M Scherg,P Valdes-Sosa,J Bosch-Bayard,N J Trujillo",
1059,"Large-scale functional connectivity in associative learning: interrelations of the rat auditory, visual, and limbic systems.","A R Mcintosh,F Gonzalez-Lima",
1060,Processing of auditory stimuli during visual attention in patients with schizophrenia.,"C Alain,R Hargrave,D L Woods",
1061,Positron emission tomography correlations in and beyond medial temporal lobes.,"E Tulving,R Habib,L Nyberg,M Lepage,A R McIntosh",
1062,Age differences in lapses of intention in the Stroop task.,R West,
1063,Environmental influences on cognitive decline in aged rats.,G Winocur,
1064,Brain imaging and age-related changes in cognition.,C L Grady,
1065,A distributed cortical network for auditory sensory memory in humans.,"C Alain,D L Woods,R T Knight",
1066,Age-related changes in regional cerebral blood flow during working memory for faces.,"C L Grady,A R McIntosh,F Bookstein,B Horwitz,S I Rapoport,J V Haxby",
1067,Event-related brain activity associated with auditory pattern processing.,"C Alain,F Cortese,T W Picton",
1068,Objective evaluation of aided thresholds using auditory steady-state responses.,"T W Picton,A Durieux-Smith,S C Champagne,J Whittingham,L M Moran,C Giguère,Y Beauregard",
1069,The contribution of impaired working memory monitoring to performance of the self-ordered pointing task in normal aging and Parkinson's disease.,"R West,A M Ergis,G Winocur,J Saint-Cyr",
1070,Episodic memory and the self in a case of isolated retrograde amnesia.,"B Levine,S E Black,R Cabeza,M Sinden,A R Mcintosh,J P Toth,E Tulving,D T Stuss",
1071,Understanding neural interactions in learning and memory using functional neuroimaging.,A R McIntosh,
1072,Analysis of neural interactions explains the activation of occipital cortex by an auditory stimulus.,"A R McIntosh,R E Cabeza,N J Lobaugh",
1073,Convergence of neural systems processing stimulus associations and coordinating motor responses.,"A R McIntosh,N J Lobaugh,R Cabeza,F L Bookstein,S Houle",
1074,Memory impairments associated with hippocampal versus parahippocampal-gyrus atrophy: an MR volumetry study in Alzheimer's disease.,"S Köhler,S E Black,M Sinden,C Szekely,D Kidron,J L Parker,J K Foster,M Moscovitch,G Winocour,J P Szalai,M J Bronskill,G Wincour",
1075,Functional interactions between the medial temporal lobes and posterior neocortex related to episodic memory retrieval.,"S Köhler,A R McIntosh,M Moscovitch,G Winocur",
1076,Clustering and switching on verbal fluency: the effects of focal frontal- and temporal-lobe lesions.,"A K Troyer,M Moscovitch,G Winocur,M P Alexander,D Stuss",
1077,Capgras syndrome: a reduplicative phenomenon.,"M P Alexander,D T Stuss",
1078,Functional network differences in schizophrenia: a rCBF study of semantic processing.,"J M Jennings,A R McIntosh,S Kapur,R B Zipursky,S Houle",
1079,Task-independent effect of time on rCBF.,"M Rajah,D Hussey,S Houle,S Kapur,A R McIntosh",
1080,The effects of focal anterior and posterior brain lesions on verbal fluency.,"D T Stuss,M P Alexander,L Hamer,C Palumbo,R Dempster,M Binns,B Levine,D Izukawa",
